"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
14,606132,"Tapia, Raimel",1578,0.9,0.333,0,0.5,0.333,0.295,0.258,0.28,1,3,86.7,-2,2239,94.5,94.3,4,9,5,-0.20000000000000284,6.34,106,143,104,144,281,322,303
14,593643,"Alberto, Hanser",521,2.7,0.5,0,0.5,0.5,0.442,0.472,0.486,3,6,80.5,11.8,2295,84.7,84.61,2,9,5,-0.10000000000000853,6.34,102,145,106,143,297,319,290
14,641355,"Bellinger, Cody",2301,0.6,0,0,0,0,0,0.104,0.104,0,3,97.3,17,2223,89.8,89.88,2,10,4,0.10000000000000853,6.48,100,147,121,149,303,331,305
13,642851,"Wynns, Austin",703,1.8,0,0,0,0,0,0.099,0.11,0,3,85,15.5,2243,86.5,86.71,2,6,7,0.20000000000000284,6.55,117,152,114,148,296,312,278
13,605612,"Castro, Harold",1660,0.8,0.5,0,0.667,0.5,0.442,0.16,0.161,2,4,79.4,0.5,2262,89.9,89.87,1,9,4,0,6.35,116,153,104,153,275,321,289
13,666176,"Adell, Jo",1175,1.1,0,0,0,0,0.23,0.23,0,0,2,56,65,2360,88.6,88.32,2,5,8,-0.29999999999999716,6.26,110,154,118,150,298,319,291
13,622761,"Mateo, Jorge",1982,0.7,0,0,0,0,0,0.204,0.213,0,3,100.9,5,2270,86.8,87.46,5,8,5,0.7000000000000028,6.81,105,144,107,143,292,320,290
13,641584,"Fraley, Jake",985,1.3,0,0,0,0,0,0.124,0.136,0,3,87.1,-5,2409,89.1,88.69,2,6,7,-0.3999999999999915,5.98,104,131,102,135,227,294,289
13,642423,"Sierra, Magneuris",346,3.8,0.333,0,1,0.333,0.295,0.09,0.097,1,3,57.7,-68.5,2274,90.1,90.07,2,8,5,0,6.43,88,133,84,143,275,308,291
13,673490,"Kim, Ha-Seong",2359,0.6,0,0,0,0,0,0.099,0.109,0,3,76.5,29.5,2004,90.6,90.05,2,8,5,-0.5,6.14,91,137,110,132,290,312,290
13,514917,"Hernández, César",2368,0.5,0,0,0,0,0.344,0.472,0.275,0,1,87.6,0,2372,86.6,86.07,1,6,7,-0.5,5.93,102,117,95,127,271,292,277
13,656811,"O'Hearn, Ryan",547,2.4,0.333,0.333,0.333,0.667,0.488,0.25,0.112,1,3,80.1,8,2141,89.4,89.5,1,4,9,0.09999999999999432,6.28,97,129,101,137,296,314,296
13,608385,"Winker, Jesse",2229,0.6,0.667,0,0.667,0.667,0.589,0.696,0.721,2,3,80.4,22.7,2129,90.1,89.75,2,8,5,-0.29999999999999716,6.02,123,152,129,163,292,325,304
13,660688,"Ruiz, Keibert",1538,0.8,0.333,0,0.5,0.333,0.393,0.248,0.112,1,3,94.1,32,2326,88.1,87.55,2,5,8,-0.5999999999999943,5.78,108,155,121,149,294,307,291
12,621453,"Duggar, Steven",328,3.7,0,0,0,0,0,0.017,0.01,0,3,98.7,44,2111,88.8,88.13,3,7,5,-0.7000000000000028,5.72,117,145,93,153,282,314,290
12,642336,"Mejía, Francisco",1094,1.1,0,0,0,0,0,0.179,0.134,0,3,85.1,34.3,2074,87.6,87.3,1,8,4,-0.29999999999999716,6.32,115,144,103,146,287,315,292
12,643524,"Schwindel, Frank",1138,1.1,0,0,0,0,0,0.611,0.43,0,3,96.4,-0.3,2190,92.8,92.05,0,8,4,-0.7000000000000028,6.05,108,136,113,133,288,315,277
12,660636,"Castillo, Diego",1149,1,0,0,0,0,0,0.016,0.017,0,3,79.8,-32,2285,88.5,89.38,4,7,5,0.9000000000000057,6.78,101,152,117,149,305,317,283
12,642721,"Gutiérrez, Kelvin",133,9,0,0,,0,0.344,0.344,,0,1,,,2699,86.5,86.07,3,5,7,-0.4000000000000057,6.08,104,144,111,146,313,323,281
12,645801,"Ford, Mike",623,1.9,0,0,0,0,0.344,0.369,0.051,0,1,93,-25,2083,91.7,92.32,2,6,6,0.5999999999999943,6.59,101,162,142,150,297,327,306
12,595751,"Alfaro, Jorge",1008,1.2,0.5,0,0.5,0.5,0.524,0.61,0.415,1,2,91.8,13.5,2307,92.2,92.83,1,5,7,0.5999999999999943,6.85,116,148,113,142,295,314,282
12,681082,"Stott, Bryson",1877,0.6,0.25,0.25,0.25,0.5,0.315,0.142,0.141,1,4,78.2,17.5,2233,86.8,86.86,2,7,5,0.10000000000000853,6.39,114,148,111,151,280,326,297
12,605353,"Machín, Vimael",1002,1.2,0.667,0.333,1,1,0.715,0.327,0.351,2,3,97.8,5.5,1973,89.5,89.93,2,6,6,0.5,6.52,97,142,101,146,284,318,303
12,474832,"Belt, Brandon",1194,1,0.333,0,0.5,0.333,0.295,0.125,0.128,1,3,72,37,2288,92.2,93.07,2,8,4,0.8999999999999915,6.65,114,168,129,144,291,318,301
12,435559,"Suzuki, Kurt",593,2,,,,,0.689,0.689,,0,0,,,2402,86.8,87.07,0,3,9,0.29999999999999716,6.78,109,154,119,149,285,313,288
12,666624,"Morel, Christopher",1648,0.7,0.333,0,0.5,0.333,0.295,0.662,0.447,1,3,80.6,1.3,2259,91.1,91.22,4,7,5,0.10000000000000853,6.46,97,147,109,144,303,322,294
12,665482,"Celestino, Gilberto",1384,0.9,0,0,0,0,0,0.426,0.424,0,4,97.9,-5.3,2288,91.3,91.75,0,5,7,0.5,6.51,107,145,108,145,301,319,290
12,650859,"Rengifo, Luis",1818,0.7,0,0,0,0,0,0.257,0.282,0,2,70.6,5,2323,87.3,86.9,2,5,7,-0.3999999999999915,6.25,89,144,114,139,290,322,290
12,571970,"Muncy, Max",2436,0.5,0,0,0,0,0.344,0.365,0.023,0,1,102.9,53,2299,91.7,91.39,2,5,7,-0.29999999999999716,6.06,115,135,107,142,298,319,309
12,614177,"Reyes, Franmil",1853,0.6,0,0,0,0,0.23,0.243,0.017,0,2,80.6,48,2483,88.5,88.72,2,4,8,0.20000000000000284,6.45,101,146,120,141,306,328,297
12,665019,"Clemens, Kody",509,2.4,0.667,0.333,0.667,1,0.715,0.628,0.634,2,3,84,25.7,2167,85.7,85.02,1,8,4,-0.7000000000000028,5.91,96,151,110,148,287,322,297
11,642136,"Thaiss, Matt",324,3.4,0,0,0,0,0.344,0.477,0.295,0,1,100.5,-3,2019,91.5,91.35,3,4,7,-0.20000000000000284,6.26,109,140,105,131,297,324,303
11,605141,"Betts, Mookie",2428,0.5,0.5,0,1,0.5,0.442,0.289,0.293,1,2,99.2,16,2208,88.6,88.95,1,4,7,0.30000000000001137,6.58,108,137,118,132,298,314,291
11,592567,"Moran, Colin",530,2.1,0.5,0,1,0.5,0.524,0.344,,1,2,,-75,2422,91.6,91.46,1,5,6,-0.09999999999999432,6.32,128,173,128,155,269,308,295
11,669242,"Edman, Tommy",2328,0.5,0,0,0,0,0,0.03,0.026,0,3,86,49,2275,95.6,95.89,2,8,3,0.30000000000001137,6.55,87,143,103,143,315,321,295
11,543592,"Nola, Austin",1522,0.7,0,0,0,0,0,0.015,0.015,0,3,85,-29,2310,90.2,90.15,2,6,5,-0.10000000000000853,6.32,104,150,118,144,299,319,292
11,669742,"Hall, Darick",543,2,0,0,0,0,0,0.038,0.039,0,3,89.1,13.5,2218,94.4,95.04,3,6,5,0.5999999999999943,6.69,112,161,120,154,292,325,305
11,643393,"Kemp, Tony",2047,0.5,0.2,0,0.25,0.2,0.177,0.166,0.181,1,5,83.2,-4,2423,91.5,91.35,1,6,5,-0.09999999999999432,6.19,106,138,93,146,275,309,288
11,667670,"Rooker, Brent",142,7.7,0,0,0,0,0,0.313,0.204,0,3,99.3,38,2232,85.5,85.55,2,6,5,0.09999999999999432,6.42,95,138,112,132,304,326,300
11,572191,"Taylor, Michael A.",1717,0.6,0.667,1,1,1.667,0.985,0.847,0.572,2,3,103.6,20,2206,82.5,82.45,3,6,5,-0.09999999999999432,6.35,105,153,105,149,311,324,291
11,623205,"Velazquez, Andrew",1320,0.8,0,0,0,0,0,0.059,0.064,0,2,95,-30,2523,84.2,83.65,1,3,8,-0.5,6.16,108,153,106,151,290,318,293
11,643396,"Kiner-Falefa, Isiah",1940,0.6,0,0,0,0,0,0.084,0.09,0,3,82,-19.5,2174,85.4,86.17,2,6,5,0.7999999999999972,6.05,114,151,115,150,304,315,276
10,666158,"Lux, Gavin",1844,0.5,0.333,0,0.5,0.333,0.295,0.172,0.173,1,3,97.4,13,2277,90,89.92,1,5,5,-0.09999999999999432,6.25,123,147,101,150,293,316,306
10,621028,"Newman, Kevin",1080,0.9,0,0,0,0,0,0.003,0.003,0,3,77.8,64,2303,92.5,93.7,3,5,5,1.2000000000000028,6.99,109,139,113,137,294,297,269
10,622168,"Muñoz, Yairo",208,4.8,0,0,,0,0.344,0.344,,0,1,,,2486,89.8,89.27,2,4,6,-0.5,5.93,112,148,116,144,291,303,280
10,663743,"Fortes, Nick",850,1.2,0.25,0,0.25,0.25,0.221,0.305,0.313,1,4,81.5,36.8,2502,92.9,92.89,0,6,4,0,6.06,109,147,111,145,307,322,283
10,519222,"Romine, Austin",516,1.9,0,0,0,0,0,0.114,0.123,0,4,88.9,11.5,2333,96,96.62,1,5,5,0.5999999999999943,6.55,120,149,122,147,288,312,285
10,668227,"Arozarena, Randy",2527,0.4,0,0,,0,0,0,,0,2,,,2354,90.2,89.71,2,5,5,-0.5,6.04,115,155,118,147,318,319,292
10,621532,"Bemboom, Anthony",244,4.1,0,0,0,0,0.344,0.351,0.014,0,1,90.1,38,2143,90.9,90.14,1,3,7,-0.7000000000000028,5.9,123,156,127,133,299,314,290
10,664913,"Brown, Seth",2198,0.5,0.333,0.333,0.333,0.667,0.42,0.296,0.273,1,3,85.8,0,2215,88.6,87.62,0,4,6,-1,5.63,117,219,113,156,285,323,312
10,596115,"Story, Trevor",1575,0.6,0,0,0,0,0,0.63,0.369,0,2,75.3,-26,2278,89,89.38,0,5,5,0.4000000000000057,6.5,102,151,118,146,304,325,292
10,600303,"La Stella, Tommy",794,1.3,0,0,0,0,0.344,0.393,0.108,0,1,82.9,-10,1952,93.3,93.44,1,3,7,0.10000000000000853,6.61,120,146,111,149,281,324,293
10,666018,"Aranda, Jonathan",334,3,0.333,0,1,0.333,0.295,0.077,0.086,1,3,103.3,-8,2312,92.2,91.32,4,5,5,-0.9000000000000057,5.93,120,148,98,144,280,305,291
10,668709,"Bleday, JJ",1029,1,0,0,0,0,0,0.019,0.015,0,2,86,59,2261,89,90.23,2,6,4,1.2000000000000028,7.02,125,152,111,148,293,318,302
10,643376,"Jansen, Danny",961,1,0,0,0,0,0.344,0.585,0.451,0,1,99.5,17,2320,88,87.12,1,4,6,-0.9000000000000057,5.98,95,150,114,143,299,327,284
10,595978,"Hedges, Austin",1274,0.8,0,0,0,0,0,0.073,0.081,0,2,82.9,-17,2580,85,85.03,0,4,6,0,6.41,94,132,97,119,264,288,268
10,664023,"Happ, Ian",2572,0.4,0.5,0,1,0.5,0.442,0.064,0.069,1,2,65.1,-41,1872,93.8,93.69,2,5,5,-0.09999999999999432,6.28,119,151,135,153,302,322,304
10,650559,"De La Cruz, Bryan",1387,0.7,0.333,0,0.333,0.333,0.295,0.116,0.126,1,3,69.6,-0.3,2369,86.7,85.78,1,7,3,-0.9000000000000057,5.94,105,153,120,147,304,322,284
10,663757,"Grisham, Trent",2219,0.5,0,0,0,0,0,0.005,0.004,0,2,48.3,6.3,1986,92.3,92.54,3,8,2,0.20000000000000284,6.49,97,148,94,147,287,321,301
10,656582,"Joe, Connor",1900,0.5,0,0,0,0,0,0.011,0.009,0,3,74.5,54.5,2073,89,88.88,1,5,5,-0.09999999999999432,6.1,98,151,118,148,311,330,303
10,669289,"Espinal, Santiago",1912,0.5,0.5,0.5,0.5,1,0.631,0.4,0.359,2,4,81.3,16.5,2139,91.2,91.16,0,6,4,0,6.34,88,155,119,150,304,323,294
10,543807,"Springer, George",2175,0.5,0.667,0,0.667,0.667,0.589,0.533,0.55,2,3,90.1,3.7,2753,86.6,84.67,0,6,4,-1.8999999999999915,5.09,109,152,123,145,310,331,300
9,641786,"Lewis, Kyle",263,3.4,0,0,0,0,0.344,0.347,0.006,0,1,70.9,76,2347,92.9,92.9,2,3,6,0,6.2,117,157,118,147,295,320,286
9,516416,"Segura, Jean",1406,0.6,1,3,,4,2.072,1.087,0.754,1,1,108.3,19,2414,84.8,85.34,0,5,4,0.5,6.77,116,152,103,150,296,324,286
9,643446,"McNeil, Jeff",2065,0.4,0,0,0,0,0,0.06,0.063,0,2,83.3,25,2520,84.1,83.84,0,5,4,-0.29999999999999716,6.38,100,121,89,127,281,307,297
9,643265,"Cooper, Garrett",1861,0.5,0.5,0,0.5,0.5,0.442,0.471,0.504,1,2,63.3,7,2076,85.9,86.09,1,4,5,0.19999999999998863,6.56,96,124,91,119,288,301,267
9,663897,"Williams, Luke",540,1.7,0,0,0,0,0,0.087,0.088,0,2,64.7,16,2449,91.2,91.49,0,3,6,0.29999999999999716,6.53,116,152,109,146,306,318,285
9,650339,"Palacios, Jermaine",303,3,0,0,0,0,0,0.301,0.329,0,2,88.3,11,2385,83.1,83.17,4,6,3,0.10000000000000853,6.58,97,149,103,143,296,312,272
9,621035,"Taylor, Chris",1980,0.5,1,0.5,1,1.5,0.945,0.502,0.351,2,2,69.1,13,2430,86.9,86.68,0,2,7,-0.20000000000000284,6.32,95,135,101,133,301,322,292
9,501659,"Almonte, Abraham",152,5.9,0,0,0,0,0,0.067,0.05,0,3,92.7,27,2024,88.4,88.42,1,3,6,0,6.32,119,148,106,149,277,321,291
9,669304,"Miranda, Jose",1812,0.5,0.333,0,0.333,0.333,0.295,0.425,0.33,1,3,99.9,30.7,2209,93,93.58,0,5,4,0.5999999999999943,6.59,96,140,107,135,277,302,275
9,665828,"Cabrera, Oswaldo",716,1.3,0,0,0,0,0,0.033,0.035,0,3,79.1,25.3,1776,83,82.56,1,7,2,-0.4000000000000057,6.18,101,152,111,145,308,322,293
9,641933,"O'Neill, Tyler",1594,0.6,0.333,1,0,1.333,0.691,0.675,0.471,1,3,103.7,19.5,2488,88.5,87.88,1,4,5,-0.5999999999999943,5.91,103,154,123,148,318,333,307
9,669261,"Suwinski, Jack",1572,0.6,0,0,0,0,0.23,0.29,0.098,0,2,67,36,2229,89.3,89.92,1,3,6,0.6000000000000085,6.66,124,154,98,148,298,321,286
9,669016,"Marsh, Brandon",1807,0.5,0,0,,0,0.344,0.344,,0,1,,,2212,92.7,91.94,2,4,5,-0.7999999999999972,6,128,159,113,154,295,328,295
9,641645,"Guillorme, Luis",1373,0.7,0.333,0,0.333,0.333,0.295,0.253,0.265,1,3,67.3,-40.3,2069,94.5,94.48,0,4,5,0,6.34,109,144,100,147,270,312,297
9,518595,"d'Arnaud, Travis",1633,0.6,0.333,0,0.333,0.333,0.295,0.141,0.155,1,3,77.7,-7.3,2453,90.6,90.72,1,4,5,0.10000000000000853,6.2,101,118,97,109,280,288,181
9,668939,"Rutschman, Adley",2009,0.4,,,0,,0.344,0.37,,0,0,77.5,38,2242,91.5,91.42,0,2,7,-0.09999999999999432,6.4,89,114,90,111,288,316,293
9,602074,"Daza, Yonathan",1536,0.6,0.5,0.25,0.667,0.75,0.536,0.374,0.397,2,4,91.2,15.3,2139,82.3,81.96,3,7,2,-0.29999999999999716,6.31,87,146,112,144,306,322,297
9,613564,"Vosler, Jason",419,2.1,0,0,0,0,0,0.009,0.007,0,2,90.6,70,2265,87,87.56,2,3,6,0.5999999999999943,6.62,121,150,115,154,293,323,299
9,650619,"Viloria, Meibrys",347,2.6,0.5,0,1,0.5,0.442,0.254,0.272,1,2,90.6,8,1852,86.6,86.1,0,1,8,-0.5,6.01,120,144,112,157,289,323,288
8,663538,"Hoerner, Nico",1831,0.4,0,0,,0,0,0,,0,1,,,2204,86.7,85.99,0,1,7,-0.7000000000000028,5.97,103,144,104,141,299,320,299
8,664058,"Fletcher, David",730,1.1,0,0,0,0,0,0.071,0.071,0,2,78.4,9.5,2333,90,89.79,0,3,5,-0.20000000000000284,6.25,101,148,98,148,281,312,285
8,665506,"Pache, Cristian",918,0.9,,,,,0.689,0.689,,0,0,,,2015,92.4,92.39,0,4,4,0,6.22,100,155,110,147,306,311,295
8,643289,"Dubón, Mauricio",933,0.9,0,0,0,0,0,0.097,0.106,0,3,80,26,2373,88,87.91,2,6,2,-0.09999999999999432,6.28,92,149,103,150,297,316,285
8,645302,"Robles, Victor",1415,0.6,0,0,,0,0,0,0,0,1,33.3,-61,2228,89.3,88.61,3,5,3,-0.7000000000000028,5.84,111,145,104,145,299,323,293
8,656495,"Guthrie, Dalton",120,6.7,,,,,0.689,0.689,,0,0,,,2010,87.8,87.45,0,0,8,-0.29999999999999716,6.4,105,129,112,124,202,293,274
8,682073,"Hensley, David",142,5.6,0,0,0,0,0,0.061,0.064,0,2,103.8,-27,2288,91,91.35,1,3,5,0.29999999999999716,6.41,93,128,98,120,297,320,288
8,680776,"Duran, Jarren",881,0.9,0,0,0,0,0,0.074,0.082,0,2,86.8,-11,2223,92.7,92.86,1,2,6,0.20000000000000284,6.17,118,147,100,154,298,322,315
8,664056,"Bader, Harrison",1187,0.7,0,0,0,0,0.344,0.346,0.003,0,1,74.5,76,2575,90.1,90.7,1,3,5,0.6000000000000085,6.54,110,149,109,151,299,329,294
8,670032,"Lopez, Nicky",1762,0.5,0.5,0,1,0.5,0.442,0.053,0.058,1,2,88.6,-22,2284,87.2,87.49,0,3,5,0.29999999999999716,6.5,110,150,92,150,287,309,293
8,663853,"Gonzalez, Romy",393,2,0,0,0,0,0,0.012,0.009,0,2,97.5,61,2440,91.1,91.53,3,4,4,0.4000000000000057,6.46,112,153,107,144,310,329,280
8,642086,"Smith, Dominic",577,1.4,0.333,0,0.5,0.333,0.295,0.17,0.181,1,3,88.1,-5,2479,91.9,91.29,1,3,5,-0.5,6.23,123,159,117,152,283,307,294
8,592663,"Realmuto, J.T.",2193,0.4,0,0,,0,0,0,,0,2,,,2506,88.5,89.46,3,6,2,1,6.86,119,158,123,151,300,324,286
8,664670,"Lopez, Alejo",571,1.4,0,0,0,0,0,0.147,0.151,0,2,74.2,28.5,2288,91.5,21.28,1,4,4,-70.2,5.7,108,144,99,147,278,302,275
8,664041,"Davis, Jaylin",128,6.3,0,0,0,0,0,0.222,0.236,0,1,47.5,-67,2417,87.7,87.5,0,4,4,-0.20000000000000284,6.31,87,142,106,147,276,318,294
8,656541,"Hilliard, Sam",870,0.9,0,0,0,0,0,0.098,0.053,0,2,96.1,38,2316,93.3,92.86,1,3,5,-0.3999999999999915,5.73,121,149,100,150,295,325,301
8,608703,"Reynolds, Matt",1080,0.7,0,0,0,0,0,0.046,0.048,0,2,60.2,-37,2512,92.5,92.51,1,3,5,0,6.33,96,146,107,144,298,318,279
8,656555,"Hoskins, Rhys",2897,0.3,1,0,1,1,0.884,0.113,0.124,1,1,91.3,-14,2331,94.4,94.93,0,4,4,0.5,6.46,119,141,116,146,302,314,285
8,456781,"Solano, Donovan",1189,0.7,0,0,0,0,0,0.04,0.042,0,2,73.2,-2,2300,93.4,92.71,2,5,3,-0.7000000000000028,5.9,101,141,112,144,301,304,273
8,621450,"Bolt, Skye",483,1.7,0,0,0,0,0,0.115,0.123,0,2,90.5,-14.5,1808,94.2,93.78,0,3,5,-0.4000000000000057,6.21,126,149,109,151,283,318,294
8,643217,"Benintendi, Andrew",1926,0.4,1,0.5,1,1.5,1.073,0.491,0.507,2,2,94.6,2,2233,88.9,88.64,2,6,2,-0.30000000000001137,6,123,147,94,149,289,317,295
7,596142,"Sánchez, Gary",1881,0.4,0,0,0,0,0,0.038,0.025,0,3,95.9,50,2324,88.3,88.36,1,3,4,0.10000000000000853,6.43,96,146,108,138,290,310,288
7,682998,"Carroll, Corbin",458,1.5,0,0,,0,0,0,,0,1,,,2296,96.9,96.69,1,5,2,-0.20000000000000284,6,123,151,110,152,288,309,301
7,656821,"Padlo, Kevin",132,5.3,0,0,,0,0.344,0.344,,0,1,,,2298,92.7,92.83,1,2,5,0.09999999999999432,6.57,115,154,117,151,301,317,285
7,664901,"Mendick, Danny",422,1.7,0,0,0,0,0,0.149,0.154,0,2,57.1,8,2271,88.3,87.96,0,3,4,-0.29999999999999716,5.91,80,143,100,145,296,322,277
7,593160,"Merrifield, Whit",2017,0.3,0.5,0.5,0.5,1,0.631,0.106,0.115,1,2,88.6,-19,2253,88.8,88.63,0,4,3,-0.20000000000000284,6.46,109,149,105,144,307,310,284
7,680977,"Donovan, Brendan",1966,0.4,0,0,0,0,0,0.322,0.19,0,2,92.2,30.5,1959,95.7,95.5,1,4,3,-0.20000000000000284,6.17,127,151,102,152,279,308,290
7,592192,"Canha, Mark",2218,0.3,,,,,0.72,0.72,,0,0,,,2087,89.9,90.59,0,1,6,0.6999999999999886,6.61,114,154,119,147,302,325,297
7,660162,"Moncada, Yoán",1725,0.4,0,0,0,0,0,0.061,0.062,0,2,77.5,20,2476,89.8,90.01,2,5,2,0.20000000000000284,6.33,116,153,102,150,291,317,294
7,572041,"Pollock, AJ",1837,0.4,0.5,0.25,0.667,0.75,0.536,0.253,0.25,2,4,95,13.7,2085,88,88.31,1,5,2,0.29999999999999716,6.39,106,154,121,147,298,322,290
7,608686,"Mayfield, Jack",255,2.7,0,0,0,0,0,0.082,0.087,0,2,72.1,6,2086,87.1,87.44,1,6,1,0.30000000000001137,6.63,109,148,108,149,277,325,291
7,544725,"García, Leury",1155,0.6,0,0,0,0,0,0.097,0.101,0,2,39.9,-74,2218,92.4,92.73,1,4,3,0.29999999999999716,6.43,102,142,106,140,273,308,298
7,592885,"Yelich, Christian",2747,0.3,,,,,0.689,0.689,,0,0,,,2456,87.9,88.14,0,1,6,0.19999999999998863,6.64,114,147,109,150,293,315,297
7,592273,"Drury, Brandon",2242,0.3,1,2,1,3,1.667,0.616,0.516,2,2,101.1,22,2258,92.6,92.94,2,4,3,0.30000000000001137,6.41,114,148,119,144,301,320,284
7,668800,"Knizner, Andrew",1103,0.6,,,,,0.689,0.689,,0,0,,,2457,89,88.16,0,2,5,-0.7999999999999972,5.97,115,154,122,145,298,320,298
7,681584,"Villar, David",730,1,0.667,0,0.667,0.667,0.589,0.127,0.14,2,3,68.1,-4,2319,87.6,88.3,0,4,3,0.7000000000000028,6.59,112,152,123,144,297,316,289
7,669256,"Solak, Nick",357,2,0,0,0,0,0,0.007,0.009,0,2,60.6,29,2044,85,84.81,1,4,3,-0.20000000000000284,6.29,95,139,102,121,297,319,272
7,640458,"Mercado, Óscar",471,1.5,0,0,0,0,0.344,0.351,0.014,0,1,88.1,53,2451,88.5,89.93,0,2,5,1.4000000000000057,6.9,89,143,103,144,306,320,298
7,609280,"Andujar, Miguel",511,1.4,0,0,,0,0,0,,0,2,,,2415,88.7,87.56,1,3,4,-1.1000000000000085,5.5,102,125,101,119,288,305,289
7,676646,"Reks, Zach",114,6.1,0.5,0.25,0.5,0.75,0.536,0.444,0.442,2,4,91.1,12.3,2030,91.9,92.09,0,4,3,0.19999999999998863,6.41,124,158,100,152,292,322,299
7,621043,"Correa, Carlos",2419,0.3,1,0,1,1,0.884,0.784,0.78,1,1,106.1,9,2260,89.7,89.67,0,2,5,0,6.21,90,107,98,103,297,312,295
7,606115,"Arcia, Orlando",920,0.8,0,0,,0,0,0,,0,2,,,2397,85.2,86.14,3,4,3,0.8999999999999915,6.76,118,153,111,150,304,325,287
7,663993,"Lowe, Nathaniel",2525,0.3,1,0,1,1,0.884,0.857,0.8,1,1,111.7,13,2309,89.8,89.14,0,4,3,-0.7000000000000028,6.03,90,102,87,107,290,328,291
7,408234,"Cabrera, Miguel",1643,0.4,0,0,,0,0,0,,0,1,,,2390,88.2,87.6,1,3,4,-0.6000000000000085,6.21,116,148,113,143,291,315,285
7,663662,"Cameron, Daz",266,2.6,0,0,,0,0,0,,0,1,,,2247,92.5,94.13,2,4,3,1.5999999999999943,7.11,94,155,117,148,303,313,282
7,607461,"Beaty, Matt",177,4,0,0,0,0,0,0.003,0.003,0,2,56.2,74,2477,88.7,88.8,2,4,3,0.09999999999999432,6.41,105,148,113,149,282,319,295
6,542921,"Beckham, Tim",91,6.6,0,0,0,0,0,0.222,0.23,0,2,61.9,0.5,2256,93.8,94.62,1,4,2,0.7999999999999972,6.67,104,141,114,136,309,322,294
6,664029,"Mathias, Mark",404,1.5,0,0,0,0,0,0.339,0.363,0,2,89.3,-7.5,2748,84.7,84.88,0,4,2,0.20000000000000284,6.48,106,140,110,141,297,323,284
6,656976,"Smith, Pavin",1109,0.5,0.5,0,0.5,0.5,0.442,0.558,0.569,1,2,98.8,3,2544,85.2,86,0,2,4,0.7999999999999972,6.83,102,125,92,133,295,326,306
6,609274,"Hernandez, Elier",137,4.4,0,0,,0,0,0,,0,1,,,3057,87.1,84.32,1,2,4,-2.799999999999997,4.58,93,110,89,102,306,316,287
6,592450,"Judge, Aaron",2906,0.2,0,0,0,0,0,0.165,0.177,0,1,60.7,-42,2416,87.9,88.27,1,4,2,0.3999999999999915,6.48,112,151,120,147,326,322,287
6,518934,"LeMahieu, DJ",2152,0.3,0,0,0,0,0,0.064,0.067,0,1,80.5,-17,2218,91.9,91.88,0,2,4,0,6.45,86,150,127,149,303,322,290
6,666310,"Naylor, Bo",37,16.2,0,0,0,0,0,0.327,0.311,0,2,94.3,31,2119,83,82.75,1,3,3,-0.20000000000000284,6.15,106,177,109,153,273,319,295
6,600869,"Candelario, Jeimer",1739,0.3,0,0,0,0,0,0.003,0.003,0,2,55.4,83,2217,82.6,83.07,1,3,3,0.5999999999999943,6.52,97,168,121,144,289,325,291
6,664848,"Sands, Donny",17,35.3,0,0,0,0,0,0.041,0.046,0,1,86.7,-28,1735,86.6,86.6,0,3,3,0,5.78,111,145,116,140,299,322,292
6,663616,"Larnach, Trevor",724,0.8,,,,,0.689,0.689,,0,0,,,1602,86.3,85.7,1,1,5,-0.5999999999999943,6.13,122,169,111,155,303,319,296
6,606192,"Hernández, Teoscar",2082,0.3,,,,,0.689,0.689,,0,0,,,2300,89.6,89.58,0,1,5,0,6.45,94,147,108,142,306,323,291
6,543309,"Higashioka, Kyle",907,0.7,0,0,0,0,0,0.064,0.042,0,3,83.1,30,2499,88.4,87.8,0,4,2,-0.5,5.83,114,153,120,149,294,316,289
