"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
6,543877,"Vázquez, Christian",1632,0.4,0,0,0,0,0.344,0.355,0.02,0,1,86.3,33,2577,88.5,89.05,0,2,4,0.5999999999999943,6.67,108,154,118,150,310,331,292
6,429664,"Canó, Robinson",382,1.6,0,0,,0,0,0,,0,1,,,2478,89,88.9,0,1,5,-0.09999999999999432,6.45,125,170,116,144,299,321,316
6,670156,"Mastrobuoni, Miles",68,8.8,0,0,,0,0,0,,0,1,,,2694,98.9,99.47,1,2,4,0.5999999999999943,6.48,122,150,103,152,271,301,285
6,606213,"Mercedes, Yermín",353,1.7,0,0,0,0,0,0.004,0.004,0,2,78.9,64,2473,83.8,83.8,2,4,2,0,6.35,96,149,121,145,303,321,295
6,542932,"Berti, Jon",1570,0.4,0,0,0,0,0,0.008,0.009,0,1,89.7,75,2442,93.4,93.25,0,2,4,-0.10000000000000853,6.68,113,149,129,150,305,308,270
6,606019,"Quiroz, Esteban",185,3.2,0,0,0,0,0,0.089,0.094,0,1,61.6,-40,2389,92.8,92.5,0,1,5,-0.29999999999999716,6.23,94,153,113,154,279,316,298
6,641512,"DeLuzio, Ben",97,6.2,0,0,0,0,0,0.661,0.703,0,1,63.2,1,2335,87.7,88.25,1,3,3,0.5,6.68,83,148,105,146,313,323,284
6,570482,"Urshela, Gio",2017,0.3,1,0,1,1,0.884,0.724,0.743,2,2,103.8,10,2521,86.9,86.58,1,3,3,-0.30000000000001137,6.12,101,157,117,146,307,307,281
6,680757,"Kwan, Steven",2643,0.2,0.5,0,0.5,0.5,0.442,0.391,0.426,1,2,94.1,-0.5,2351,89.5,88.6,0,2,4,-0.9000000000000057,5.82,101,145,94,145,267,302,292
6,664314,"Florial, Estevan",140,4.3,0,0,0,0,0,0.029,0.029,0,2,67.9,-18,2075,89.3,88.6,1,2,4,-0.7000000000000028,6.08,86,132,96,139,284,311,280
6,641914,"Neuse, Sheldon",1160,0.5,0,0,0,0,0,0.158,0.164,0,2,72.4,-39.5,2141,92.3,91.63,0,3,3,-0.7000000000000028,5.82,95,107,89,99,286,297,221
6,672515,"Moreno, Gabriel",265,2.3,0,0,0,0,0,0.774,0.814,0,1,88.9,17,2412,85.8,86.38,0,2,4,0.6000000000000085,6.43,113,152,118,145,302,328,285
6,679529,"Torkelson, Spencer",1609,0.4,0,0,0,0,0,0.188,0.18,0,1,81.7,27,2584,88,87.98,1,2,4,0,6.33,116,156,123,153,297,336,297
6,595453,"Wallach, Chad",168,3.6,,,,,0.689,0.689,,0,0,,,2503,84.3,84.55,1,1,5,0.20000000000000284,6.62,106,133,112,135,297,318,285
6,680814,"Burdick, Peyton",401,1.5,1,0,1,1,0.884,0.178,0.193,1,1,63.7,7,2457,84.4,83.12,1,4,2,-1.3000000000000114,5.57,88,141,102,134,293,322,293
6,641741,"Katoh, Gosuke",38,15.8,,,,,0.689,0.689,,0,0,,,2185,97.4,97.15,0,2,4,-0.20000000000000284,6.33,126,150,113,154,284,313,289
6,683002,"Henderson, Gunnar",539,1.1,,,,,0.689,0.689,,0,0,,,2434,81.2,80.6,1,2,4,-0.6000000000000085,5.97,122,147,118,154,290,314,293
6,596451,"Quinn, Roman",347,1.7,0,0,0,0,0,0.016,0.011,0,2,99.6,63,2286,94.6,95.85,1,2,4,1.2000000000000028,6.88,115,144,99,144,280,323,289
6,668472,"Pratto, Nick",787,0.8,0,0,,0,0,0,,0,1,,,2297,96.2,95.77,1,2,4,-0.4000000000000057,6.05,121,170,112,153,307,328,303
6,669743,"Call, Alex",570,1.1,0.5,0,0.5,0.5,0.442,0.475,0.501,1,2,102.2,-4,2414,91.2,91.32,0,2,4,0.09999999999999432,6.42,101,153,99,149,306,308,283
6,669394,"Burger, Jake",682,0.9,0,0,,0,0,0,,0,1,,,2081,94.8,95.08,0,2,4,0.29999999999999716,6.35,112,143,118,142,310,312,299
6,602104,"Urías, Ramón",1645,0.4,0,0,0,0,0,0.256,0.175,0,2,97.5,25,2182,89,89.15,3,5,1,0.09999999999999432,6.48,107,147,110,143,313,327,289
6,660650,"Garcia, Dérmis",535,1.1,0,0,0,0,0,0.006,0.006,0,1,65.9,82,2250,86.6,86.67,1,3,3,0.20000000000000284,6.35,115,155,112,150,294,328,296
5,681987,"Eaton, Nate",479,1,1,0,1,1,0.884,0.864,0.897,1,1,82.8,18,2164,87.1,86.7,0,3,2,-0.3999999999999915,6.02,113,155,119,149,307,319,297
5,665862,"Chisholm Jr., Jazz",950,0.5,,,,,0.689,0.689,,0,0,,,2440,97.1,97.3,0,0,5,0.20000000000000284,6.12,87,143,95,142,291,329,289
5,645444,"Herrera, Jose",475,1.1,0,0,0,0,0,0.074,0.082,0,1,79.8,-11,1887,90.7,90.36,0,2,3,-0.29999999999999716,6.16,88,181,125,152,311,316,298
5,656305,"Chapman, Matt",2637,0.2,1,0,1,1,0.884,0.508,0.54,1,1,106.5,3,2386,90.6,89.2,0,1,4,-1.3999999999999915,5.86,113,148,114,147,305,326,295
5,542255,"Inciarte, Ender",31,16.1,0,0,0,0,0,0.071,0.071,0,1,88.1,-42,2169,90.9,90.92,0,1,4,0,6.38,116,149,95,154,280,310,294
5,628450,"Hernandez, Yadiel",1303,0.4,0.5,0.5,0.5,1,0.631,0.704,0.552,1,2,96,17,2254,89.5,89.24,1,4,1,-0.29999999999999716,6.14,120,151,103,153,292,317,279
5,623168,"Heineman, Tyler",602,0.8,0,0,,0,0,0,,0,1,,,2297,83.5,81.94,3,3,2,-1.5999999999999943,5.58,88,155,115,152,291,303,288
5,608348,"Kelly, Carson",1423,0.4,0,0,,0,0,0,,0,1,,,2352,87.8,88.02,2,3,2,0.20000000000000284,6.5,111,155,124,148,316,316,280
5,680911,"Miller, Owen",1836,0.3,,,,,0.689,0.689,,0,0,,,2109,95.5,96.88,0,0,5,1.4000000000000057,6.74,88,151,115,142,305,320,296
5,656185,"Allen, Greg",531,0.9,0,0,0,0,0,0.05,0.049,0,1,79,-20,2540,84,83.1,0,1,4,-0.9000000000000057,5.58,87,146,108,145,326,331,293
5,621512,"Nido, Tomás",1067,0.5,0,0,,0,0,0,0,0,1,33.4,-36,2475,88.6,89.44,2,5,0,0.8000000000000114,6.56,66,136,86,125,299,304,271
5,660707,"Montero, Elehuris",674,0.7,0,0,0,0,0,0.01,0.011,0,1,82.3,63,2242,84.6,84.5,1,3,2,-0.09999999999999432,5.84,86,150,117,139,322,323,303
5,680777,"Jeffers, Ryan",948,0.5,0.5,0,0.5,0.5,0.442,0.208,0.223,1,2,70.1,-13,2201,97,97.72,0,3,2,0.7000000000000028,6.56,91,143,108,141,291,319,281
5,501571,"Lagares, Juan",241,2.1,0,0,0,0,0,0.384,0.217,0,1,96,30,2436,89.1,89.52,0,3,2,0.4000000000000057,6.6,110,150,113,145,299,320,285
5,500871,"Escobar, Eduardo",2089,0.2,1,0,1,1,0.884,0.18,0.196,1,1,64.6,7,2433,85,84.5,1,2,3,-0.5,6.18,108,152,117,149,300,320,284
5,571448,"Arenado, Nolan",2330,0.2,0,0,,0,0,0,,0,1,,,2553,89.3,89.26,1,2,3,0,6.88,86,147,114,136,296,329,288
5,642731,"Estrada, Thairo",1945,0.3,0,0,0,0,0,0.178,0.197,0,2,67.3,1,2071,92.9,92.68,0,2,3,-0.20000000000000284,6.14,116,151,116,149,293,318,278
5,547173,"Lopes, Christian",47,10.6,0,0,,0,0,0,,0,1,,,2024,96.5,95.98,1,2,3,-0.5,6.3,85,142,102,138,291,303,274
5,571771,"Hernández, Enrique",1490,0.3,0.5,0,0.5,0.5,0.442,0.54,0.575,1,2,94.8,7,2243,90.4,91.62,0,3,2,1.1999999999999886,6.94,97,125,104,113,259,179,288
5,657757,"Sheets, Gavin",1699,0.3,0,0,,0,0,0,,0,1,,,1977,87.6,87.84,2,3,2,0.20000000000000284,6.36,125,184,117,156,294,328,295
5,663647,"Hayes, Ke'Bryan",2227,0.2,0,0,0,0,0,0.111,0.122,0,1,81.1,-7,1976,86.1,85.76,0,1,4,-0.29999999999999716,6.26,113,142,122,140,294,320,285
5,664034,"France, Ty",2211,0.2,0,0,0,0,0,0.003,0.003,0,2,60,78,2571,83.5,83.98,2,4,1,0.5,6.58,110,133,103,122,281,292,266
5,605421,"Perez, Michael",492,1,,,,,0.689,0.689,,0,0,,,2564,94,93.66,0,0,5,-0.29999999999999716,6.4,96,140,109,139,303,320,315
5,669004,"Melendez, MJ",2196,0.2,0,0,,0,0,0,,0,1,,,2569,86.6,85.54,1,1,4,-1.0999999999999943,5.76,122,151,99,155,294,332,315
5,665155,"Maton, Nick",365,1.4,1,0,1,1,0.884,0.511,0.554,1,1,98.5,5,2719,94.3,96.08,1,3,2,1.7999999999999972,7.32,93,100,87,113,239,249,252
5,624641,"Sosa, Edmundo",653,0.8,,,,,0.689,0.689,,0,0,,,2347,91.3,91.54,0,0,5,0.20000000000000284,6.64,111,150,118,148,305,312,282
5,676950,"MacKinnon, David",252,2,0,0,0,0,0,0.099,0.109,0,1,83.3,-13,2286,91.3,91.48,0,1,4,0.20000000000000284,6.32,115,144,119,137,305,324,285
5,657077,"Verdugo, Alex",2490,0.2,0,0,,0,0,0,,0,1,,,2053,93.3,92.82,1,1,4,-0.5,6.12,125,150,123,149,291,324,309
5,594838,"Gosselin, Phil",310,1.6,0,0,,0,0,0,,0,1,,,2245,91,91.22,1,2,3,0.20000000000000284,6.58,121,156,128,151,315,316,306
5,506702,"León, Sandy",387,1.3,0.5,0,0.5,0.5,0.442,0.107,0.118,1,2,68.5,-49,2401,90.4,89.92,0,2,3,-0.5,6.06,86,135,88,140,292,297,270
5,457705,"McCutchen, Andrew",2364,0.2,0,0,0,0,0,0.056,0.053,0,1,72.8,-14,1944,89.6,88.86,0,1,4,-0.6999999999999886,5.86,87,149,112,136,299,326,302
5,592325,"Gamel, Ben",1713,0.3,0,0,,0,0,0,,0,1,,,1716,93.7,94.08,1,3,2,0.3999999999999915,6.62,130,157,99,155,291,339,319
5,666464,"Encarnación, Jerar",339,1.5,1,0,1,1,0.884,0.479,0.514,1,1,92.6,7,2826,88.6,88.34,0,3,2,-0.29999999999999716,6.52,117,155,119,148,303,320,285
5,543685,"Rendon, Anthony",759,0.7,1,0,1,1,0.884,0.759,0.771,1,1,105,9,2291,91.3,89.44,0,2,3,-1.8999999999999915,5.2,103,143,116,144,297,310,291
5,543257,"Grossman, Robbie",1942,0.3,,,,,0.689,0.689,,0,0,,,2407,90,89.9,0,0,5,-0.09999999999999432,6.22,116,158,117,150,284,303,271
5,641856,"McKinney, Billy",256,2,0,0,,0,0,0,,0,1,,,1881,90.7,91.26,1,3,2,0.5999999999999943,6.7,126,146,131,154,270,334,309
5,663656,"Tucker, Kyle",2262,0.2,1,3,,4,2.072,0.543,0.274,1,1,103.6,41,2488,88.8,87.84,0,3,2,-1,6.08,88,138,146,141,298,333,316
5,458015,"Votto, Joey",1505,0.3,0,0,0,0,0,0.163,0.089,0,1,98.5,41,1980,87.3,86.46,1,3,2,-0.7999999999999972,5.74,95,157,116,147,290,321,293
4,677649,"Duran, Ezequiel",790,0.5,0.5,0,0.5,0.5,0.442,0.403,0.414,1,2,83.9,29,2457,86.7,87.18,0,2,2,0.5,6.7,112,139,118,146,289,314,280
4,592200,"Casali, Curt",783,0.5,,,,,0.689,0.689,,0,0,,,2394,92,92.35,0,0,4,0.29999999999999716,6.45,112,156,116,149,312,332,301
4,665742,"Soto, Juan",2765,0.1,,,,,0.689,0.689,,0,0,,,2134,97.4,97.45,0,0,4,0.09999999999999432,6.5,123,141,115,145,300,314,312
4,608577,"Mazara, Nomar",714,0.6,0,0,,0,0,0,,0,1,,,2432,92.9,93.4,1,2,2,0.5,6.65,86,146,117,142,297,341,302
4,660271,"Ohtani, Shohei",2546,0.2,0,0,,0,0,0,,0,1,,,1860,91.5,91.3,1,1,3,-0.10000000000000853,6.47,122,153,108,157,309,342,312
4,518626,"Donaldson, Josh",2176,0.2,,,,,0.72,0.72,,0,0,,,2599,89.9,89.13,0,0,4,-0.8000000000000114,6.05,114,145,126,150,301,326,289
4,645277,"Albies, Ozzie",1027,0.4,0,0,0,0,0,0.209,0.171,0,1,95.1,24,2520,97.6,98.2,0,1,3,0.6000000000000085,6.25,87,142,105,144,303,326,311
4,666135,"Kirilloff, Alex",614,0.7,0,0,0,0,0,0.14,0.155,0,1,81.5,-4,2403,92.5,91.22,1,3,1,-1.2999999999999972,5.77,123,151,124,151,292,310,297
4,668843,"Capel, Conner",242,1.7,0,0,0,0,0,0.18,0.199,0,1,96.5,-13,2151,83.9,83.97,0,1,3,0.09999999999999432,6.38,86,139,95,147,292,321,299
4,502054,"Pham, Tommy",2505,0.2,,,,,0.689,0.689,,0,0,,,2243,92.5,92.15,0,0,4,-0.29999999999999716,6.25,93,144,109,143,304,329,286
4,624414,"Arroyo, Christian",1041,0.4,0,0,0,0,0,0.003,0.003,0,2,86.1,65,2235,98.8,99.8,1,3,1,1,6.88,115,153,126,151,291,319,282
4,665926,"Giménez, Andrés",2044,0.2,,,,,0.72,0.72,,0,0,,,2437,85.5,85.17,1,1,3,-0.29999999999999716,6.17,88,149,113,146,283,321,303
4,641857,"McMahon, Ryan",2559,0.2,0,0,,0,0,0,,0,1,,,2204,97.2,98.55,2,2,2,1.2999999999999972,6.83,119,145,144,122,287,319,292
4,665750,"Taveras, Leody",1274,0.3,1,0,1,1,0.884,0.901,0.949,1,1,85.6,16,1761,90.2,90.25,0,2,2,0.09999999999999432,6.35,116,139,97,148,280,322,296
4,669023,"Downs, Jeter",174,2.3,1,0,0.5,1,0.442,0.492,0.851,1,1,71.7,38,2417,96.5,97.75,1,4,0,1.2999999999999972,6.95,98,144,109,142,275,316,284
4,686681,"Massey, Michael",719,0.6,0,0,0,0,0,0.04,0,0,1,76.9,37,2302,88.4,88.43,2,3,1,0,6.42,113,157,102,144,293,324,300
4,676701,"Trejo, Alan",494,0.8,0,0,,0,0,0,,0,1,,,2419,90.3,90.38,1,2,2,0.10000000000000853,6.42,108,135,117,136,289,316,276
4,571466,"Barnhart, Tucker",1174,0.3,0,0,,0,0,0,,0,1,,,2153,91.4,91.15,0,1,3,-0.20000000000000284,6.07,120,157,121,152,299,325,274
4,628451,"Ibáñez, Andy",465,0.9,1,0,1,1,0.884,0.181,0.199,1,1,94.9,-15,2236,85.4,84.63,0,2,2,-0.8000000000000114,5.85,94,148,110,149,306,313,274
4,642180,"Wade, Tyler",628,0.6,0,0,0,0,0,0.112,0.12,0,1,52.5,-27,2448,86.9,87.5,0,2,2,0.5999999999999943,6.75,93,147,91,150,291,318,292
4,665861,"Rivero, Sebastián ",110,3.6,0,0,,0,0,0,,0,1,,,2135,91.1,91.35,0,2,2,0.20000000000000284,6.3,114,156,124,149,315,319,288
4,664874,"Zavala, Seby",875,0.5,0,0,0,0,0,0.466,0.517,0,1,94.6,7,1836,86.2,86.08,1,3,1,-0.10000000000000853,6.1,120,154,115,149,310,317,290
4,670541,"Alvarez, Yordan",2195,0.2,,,,,,,,,,,,2286,95.4,95.25,0,0,4,-0.10000000000000853,6.08,127,184,144,154,295,334,300
4,663697,"India, Jonathan",1733,0.2,1,0,1,1,0.802,0.626,0.549,1,1,95.8,6,2527,91.4,90.75,1,2,2,-0.6000000000000085,5.92,100,144,109,145,290,311,280
4,553993,"Suárez, Eugenio",2617,0.2,0,0,,0,0,0,,0,1,,,2192,82.9,81.95,2,3,1,-0.7999999999999972,5.92,87,151,122,147,303,320,292
4,665923,"Ruiz, Esteury",133,3,0,0,,0,0,0,,0,1,,,2440,96,97.17,2,2,2,1.2000000000000028,6.88,86,135,84,130,282,323,264
4,666211,"Trammell, Taylor",430,0.9,0,0,,0,0,0,,0,1,,,2116,82.3,81.97,1,3,1,-0.29999999999999716,6.1,125,152,106,179,295,320,296
4,668942,"Rojas, Josh",2033,0.2,0,0,,0,0.36,0.36,,0,1,,,2497,82.2,81.3,2,2,2,-0.9000000000000057,5.92,130,152,104,155,288,319,315
4,518792,"Heyward, Jason",558,0.7,0,0,0,0,0,0.075,0.078,0,1,85.3,-20,3016,85.5,85.7,0,1,3,0.20000000000000284,6.47,84,102,86,115,287,323,302
4,656448,"Garrett, Stone",312,1.3,0,0,0,0,0,0.049,0.043,0,1,78.1,60,2100,87.5,87.35,1,3,1,-0.20000000000000284,6.57,116,156,119,150,304,324,286
4,518586,"Culberson, Charlie",439,0.9,0,0,0,0,0,0.048,0.046,0,1,62.6,-20,2143,86.4,85.65,2,3,1,-0.7000000000000028,5.83,93,146,101,141,290,309,286
4,621439,"Buxton, Byron",1529,0.3,0,0,0,0,0,0.137,0.142,0,1,87.5,-7,2607,93.6,94.23,1,3,1,0.6000000000000085,6.55,115,156,126,143,289,313,283
4,642350,"Siri, Jose",1265,0.3,0,0,,0,0,0,,0,1,,,2206,85.7,84.97,2,3,1,-0.7000000000000028,6,116,155,99,147,295,326,285
4,502671,"Goldschmidt, Paul",2701,0.1,,,,,0.689,0.689,,0,0,,,2419,97.3,97.17,0,0,4,-0.09999999999999432,6.25,114,146,119,140,307,321,300
4,671083,"Kennedy, Buddy",363,1.1,0,0,,0,0,0,,0,1,,,2347,89.6,90.45,2,3,1,0.9000000000000057,6.67,112,154,114,150,292,308,290
4,650489,"Castro, Willi",1440,0.3,0,0,0,0,0,1.087,0.754,0,1,67.6,10.5,2231,95.4,96.02,0,2,2,0.5999999999999943,6.75,83,134,85,135,298,324,286
4,571976,"Myers, Wil",1160,0.3,0,0,0,0,0,0,0,0,1,71.7,69,1968,89,88.53,0,1,3,-0.5,5.92,120,155,111,151,302,320,296
4,656716,"McKinstry, Zach",791,0.5,1,0,1,1,0.884,0.826,0.86,1,1,81.9,15,2220,91.6,92.08,0,2,2,0.5,6.47,101,138,92,141,280,303,300
4,476704,"Lowrie, Jed",727,0.6,0,0,,0,0,0,,0,1,,,2313,86.6,84.83,0,1,3,-1.7999999999999972,5.4,108,153,113,149,293,323,270
4,677551,"Franco, Wander",1216,0.3,0,0,,0,0,0,,0,1,,,2490,90.2,89.3,2,3,1,-0.9000000000000057,5.7,86,137,105,135,313,314,287
4,621446,"Brinson, Lewis",168,2.4,1,1,1,2,1.261,1.172,0.743,1,1,103.9,22,2303,82.8,82.1,0,1,3,-0.7000000000000028,5.47,93,154,115,145,309,320,279
3,595777,"Profar, Jurickson",2790,0.1,1,0,1,1,0.884,0.127,0.129,1,1,51.8,6,2419,92.4,92.6,0,2,1,0.19999999999998863,6.47,123,162,115,151,279,315,294
3,553902,"Astudillo, Willians",150,2,0,0,0,0,0,0.092,0.083,0,1,77.2,53,2322,94.1,95.63,1,3,0,1.5,7.3,87,142,115,140,298,322,281
3,663624,"Mountcastle, Ryan",2340,0.1,0,0,0,0,0,0.066,0.063,0,1,70.6,57,2164,87.8,87.37,2,3,0,-0.3999999999999915,6.2,119,154,116,151,277,293,275
3,668751,"Mitchell, Cal",850,0.4,0,0,0,0,0,0.031,0.02,0,1,97.1,58,2506,91.5,90.1,0,1,2,-1.4000000000000057,5.87,132,167,119,150,298,308,288
3,622534,"Margot, Manuel",1397,0.2,1,3,,4,2.072,1.212,0.774,1,1,106.3,21,2366,91.3,91.57,1,2,1,0.29999999999999716,6.6,107,142,113,138,305,316,293
3,606993,"Hager, Jake",260,1.2,0,0,,0,0,0,,0,1,,,2283,86,85.57,1,3,0,-0.4000000000000057,5.93,108,158,123,148,302,321,293
3,666139,"Lowe, Josh",851,0.4,0,0,,0,0,0,,0,1,,,2328,94.4,93.67,2,2,1,-0.7000000000000028,6,128,157,116,133,287,319,304
3,665833,"Cruz, Oneil",1459,0.2,0,0,,0,0,0,,0,1,,,2786,87,86.9,2,2,1,-0.09999999999999432,6.37,124,181,150,150,295,326,303
3,671277,"García, Luis",1323,0.2,0,0,0,0,0,0.048,0.048,0,1,83.9,-28,1930,87.5,87.7,0,1,2,0.20000000000000284,6.6,88,143,99,147,288,321,307
3,670764,"Walls, Taylor",1888,0.2,0,0,0,0,0,0.105,0.11,0,1,89.5,-22,2155,86.6,87.07,0,2,1,0.5,6.53,119,151,107,154,302,314,289
3,676632,"Madris, Bligh",492,0.6,0,0,0,0,0,0.049,0.05,0,1,67.3,-23,2197,96.1,96,0,2,1,-0.09999999999999432,6.17,124,150,93,150,299,327,299
3,595956,"Gallagher, Cam",174,1.7,0,0,0,0,0,0.028,0.031,0,1,79.1,43,2041,95.7,94.1,1,2,1,-1.6000000000000085,5.3,104,153,126,144,299,311,291
3,514888,"Altuve, Jose",2308,0.1,0,0,0,0,0,0.489,0.543,0,1,67.1,17,2443,91.9,91.83,0,2,1,-0.10000000000000853,6.3,115,149,135,146,284,327,285
3,666160,"Moniak, Mickey",412,0.7,0,0,,0,0,0,,0,1,,,2211,80.5,80.03,2,2,1,-0.5,5.97,88,146,121,146,292,311,293
3,679631,"Vavra, Terrin",383,0.8,1,1,1,2,1.261,0.756,0.791,1,1,94.7,11,2562,91.5,90.3,1,2,1,-1.2000000000000028,5.33,113,154,103,153,277,323,303
3,542583,"Aguilar, Jesús",2078,0.1,,,,,,,,,,,,1930,91.4,90.5,1,1,2,-0.9000000000000057,5.8,103,151,100,142,305,319,275
3,660670,"Acuña Jr., Ronald",2162,0.1,1,0,1,1,0.884,0.826,0.86,1,1,81.8,15,2324,94.2,93.3,1,3,0,-0.9000000000000057,5.97,93,110,91,100,282,324,289
3,542194,"Bethancourt, Christian",1106,0.3,0,0,0,0,0,0.123,0.126,0,2,74.8,-7.5,2336,88.7,88.77,0,2,1,0.09999999999999432,6.43,109,152,118,147,303,334,299
3,661388,"Contreras, William",1546,0.2,0,0,0,0,0,0.07,0.07,0,1,69.5,-5,1883,94.2,94.7,0,1,2,0.5,6.6,87,151,120,150,308,300,291
3,596748,"Franco, Maikel",1418,0.2,0,0,0,0,0,0.234,0.26,0,1,46.7,30,2200,99.7,100.33,0,1,2,0.5999999999999943,6.8,120,145,119,148,307,334,287
3,545121,"Vargas, Ildemaro",794,0.4,0,0,,0,0,0,,0,1,,,1975,78.6,77.3,1,2,1,-1.2999999999999972,5.93,129,145,108,153,294,324,314
3,672779,"Marcano, Tucupita",672,0.4,0,0,,0,0,0,,0,1,,,2027,82.9,83.57,1,2,1,0.6999999999999886,7.2,114,153,102,155,271,317,307
3,519058,"Moustakas, Mike",1150,0.3,0,0,,0,0,0,,0,1,,,2144,92.6,93.43,3,3,0,0.8000000000000114,6.67,122,164,111,150,301,328,298
3,660766,"Yepez, Juan",1035,0.3,0,0,0,0,0,0.087,0.095,0,1,67.1,-4,2277,89.2,87.77,0,2,1,-1.4000000000000057,5.67,94,154,121,148,308,326,310
3,553882,"Narváez, Omar",1182,0.3,1,0,1,1,0.884,0.498,0.537,1,1,76.4,27,2777,82.1,82.5,0,1,2,0.4000000000000057,6.6,112,135,108,145,288,320,294
2,543768,"Shaw, Travis",81,2.5,0,0,0,0,0,0.204,0.22,0,1,47.2,23,2099,89.5,88.65,0,1,1,-0.7999999999999972,6.5,123,166,120,159,302,326,317
2,592206,"Castellanos, Nick",2066,0.1,1,0,1,1,0.884,0.493,0.506,1,1,96.5,3,2189,86.3,86.1,1,2,0,-0.20000000000000284,6.3,87,153,122,151,301,324,294
2,682928,"Abrams, CJ",1008,0.2,,,,,,,,0,0,31.3,25,2643,91.2,92.2,1,2,0,1,6.75,99,144,83,141,286,320,300
2,670768,"González, Luis",1472,0.1,0,0,0,0,0,0.284,0.314,0,1,80.1,5,1730,91.7,92.15,1,2,0,0.5,6.65,86,142,89,143,299,313,300
2,672279,"Siani, Michael",98,2,0,0,0,0,0,0.01,0.011,0,1,33.4,80,2207,94,94.9,0,1,1,1,6.95,104,141,78,136,288,313,310
2,673548,"Suzuki, Seiya",1876,0.1,,,,,,,,,,,,1869,85,83.15,0,0,2,-1.7999999999999972,5.15,112,154,126,150,303,325,299
2,671056,"Herrera, Iván",98,2,,,0,,0,0.042,,0,0,90,34,1813,90.2,91,0,2,0,0.7999999999999972,6.75,86,138,90,140,298,313,292
2,656388,"Dunand, Joe",47,4.3,1,0,1,1,0.884,0.657,0.726,1,1,73,17,1755,90.8,91.3,0,1,1,0.5,6.65,110,156,124,151,311,323,287
2,681146,"Bride, Jonah",797,0.3,0,0,0,0,0,0.364,0.329,0,1,96.8,19,2201,88.5,88.15,0,2,0,-0.20000000000000284,6.15,124,153,113,151,290,318,287
2,664850,"Mazeika, Patrick",284,0.7,0,0,0,0,0,0.157,0.169,0,1,42.3,-43,2546,82.9,84,0,2,0,1.2000000000000028,6.65,88,100,93,111,268,308,282
2,669087,"Huff, Sam",501,0.4,0,0,0,0,0,0.165,0.181,0,1,96.2,-14,2356,90.1,89.8,1,2,0,-0.20000000000000284,5.9,115,154,117,146,300,331,293
2,656941,"Schwarber, Kyle",2878,0.1,0,0,0,0,0,0.015,0.014,0,1,86.2,81,2760,97.2,99.8,0,1,1,2.5999999999999943,7.55,126,166,149,148,282,325,297
1,683021,"Stefanic, Michael",251,0.4,,,,,,,,0,0,21.4,4,2226,95,95.7,0,1,0,0.7000000000000028,7,85,134,75,142,317,314,297
1,622682,"Reyes, Victor",1283,0.1,0,0,0,0,0,0.172,0.189,0,1,43.6,0,2301,92.2,93.4,0,1,0,1.2000000000000028,7,90,156,116,149,308,320,285
1,605548,"Zimmer, Bradley",439,0.2,,,,,,,,0,0,16.6,-4,,88.8,88.5,0,1,0,-0.29999999999999716,6.2,88,139,73,126,297,326,297
1,642708,"Rosario, Amed",2395,0,1,0,1,1,0.884,0.752,0.7,1,1,106.3,14,2029,96.7,95.5,0,1,0,-1.2000000000000028,5.9,87,113,86,106,260,277,267
1,545361,"Trout, Mike",2105,0,,,,,,,,,,,,2602,84.9,83.1,0,0,1,-1.8000000000000114,5,88,149,118,143,314,318,292
1,456715,"Cain, Lorenzo",623,0.2,0,0,0,0,0,0.436,0.46,0,1,101.8,0,2215,81.6,82.1,0,1,0,0.5,6.6,118,163,120,148,316,323,300
1,622666,"Camargo, Johan",718,0.1,,,,,,,,0,0,14.7,13,2099,85.7,86.7,0,1,0,1,6.9,90,146,84,141,296,322,282
1,572008,"Owings, Chris",261,0.4,,,,,,,,0,0,30.6,-35,2309,86.1,86.1,0,1,0,0,6.2,71,128,83,136,297,314,273
1,605131,"Barnes, Austin",850,0.1,0,0,0,0,0,0.014,0.014,0,1,89.5,51,2239,94.9,95.9,0,1,0,1,6.7,95,141,110,132,302,313,267
1,666181,"Benson, Will",229,0.4,0,0,0,0,0,0.161,0.173,0,1,99.9,-18,2570,82.5,81.6,0,1,0,-0.9000000000000057,6.2,121,146,120,152,283,314,292